term,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,seed,iter,true_val,data,model
beta0,-0.9806160035731911,3.54685825125108e-4,0.06925337502326571,-1.1155819316045041,-1.0273637950309413,-0.9805969585808894,-0.9339727222860804,-0.8441825023882599,38123.62788464896,1.0000085990874101,20191371,40000,-1,med-pos-noerror,linear
betax,1.0091661777412264,1.2288503887172508e-4,0.024035176844713797,0.9614973066156718,0.9930472608603002,1.0093060493330817,1.0253327094942235,1.0560130780699875,38255.741256408335,1.0000566141974379,20191371,40000,1,med-pos-noerror,linear
sigma,0.9774509207535792,2.626786223494397e-4,0.04966431184973076,0.8857272425886086,0.9430994909926707,0.9754928531621676,1.009556235518133,1.080633001168823,35746.98225109757,1.000050597434859,20191371,40000,1,med-pos-noerror,linear
beta0,-1.0329765543859148,3.245636074323811e-4,0.06788146248653228,-1.165901937585859,-1.0787398294071486,-1.0328576195729449,-0.9872646306362141,-0.9001049667248974,43742.41307116893,0.9999832844217189,20191372,40000,-1,med-pos-noerror,linear
betax,1.006965341504036,1.1482232243692416e-4,0.024348477961832295,0.9591698649945165,0.9905026484572192,1.0069704733110514,1.0234823502726809,1.0542319950604693,44966.6965060536,0.9999796569313862,20191372,40000,1,med-pos-noerror,linear
sigma,0.9546126131220457,2.3052465644100612e-4,0.04817629384746149,0.866376178587217,0.9209219517096835,0.9527832802474521,0.9859408581678537,1.054740834740475,43674.90885631311,1.000101092428429,20191372,40000,1,med-pos-noerror,linear
beta0,-0.9598450966209462,3.64144730688268e-4,0.07038418867472404,-1.097018524868231,-1.0070809469234496,-0.9597797021678587,-0.9127806999186561,-0.8218642084209312,37359.59484572699,1.0000035091517971,20191373,40000,-1,med-pos-noerror,linear
betax,1.0165132279844438,1.2226494993638635e-4,0.02364187952737223,0.9699143559050476,1.0004817289732753,1.016475105539489,1.0324946076650687,1.0631825361772815,37390.394830138495,0.9999542682670268,20191373,40000,1,med-pos-noerror,linear
sigma,0.9915269815932954,2.75320071956157e-4,0.05054221978709842,0.8989062648480338,0.9564823762887964,0.989657699371745,1.024203380424995,1.0960968586485282,33700.2307995289,1.0000586642885412,20191373,40000,1,med-pos-noerror,linear
beta0,-0.9933551772757101,3.8412830363578786e-4,0.07619203875405416,-1.1431503968950603,-1.0452026560900705,-0.9933490321307019,-0.9424224996743275,-0.8430444911578738,39342.91843752711,1.000009160187854,20191374,40000,-1,med-pos-noerror,linear
betax,0.9598273658016917,1.3228503615111823e-4,0.026671651064886556,0.907420390486473,0.9418640754891436,0.95992168534483,0.9777257727040733,1.012297168967202,40651.667145683,0.9999540655005658,20191374,40000,1,med-pos-noerror,linear
sigma,1.0722593708529284,2.8247674625050376e-4,0.054186415790067076,0.9721501028888655,1.0347662084435139,1.0701787187923424,1.107208685880931,1.1854398837343092,36797.25700928812,0.9999911098829188,20191374,40000,1,med-pos-noerror,linear
beta0,-1.0616511830218034,3.5412997411315094e-4,0.07033175484376282,-1.2014636965011496,-1.1083417590738773,-1.0615370831322104,-1.0148378379795269,-0.9241489863818899,39443.689543268694,1.0000552817307164,20191375,40000,-1,med-pos-noerror,linear
betax,1.0061369765373143,1.140653251200232e-4,0.02416133782819553,0.9588164864305662,0.9901056941201354,1.0061043425051066,1.0223722502536137,1.0533281935998002,44867.78913624824,0.9999608878289685,20191375,40000,1,med-pos-noerror,linear
sigma,0.9920504767168608,2.521008614335256e-4,0.050607148985018106,0.8989693953260227,0.9570060053023443,0.9898252068413373,1.0248874570910826,1.097471595391902,40297.219750410644,0.9999733799899204,20191375,40000,1,med-pos-noerror,linear
beta0,-1.0829599718272285,3.6445546867211335e-4,0.07203690381003103,-1.223318538665849,-1.1312751205403713,-1.082973469753943,-1.0342631022966158,-0.9410947497953005,39067.9959628359,1.0000060629008543,20191376,40000,-1,med-pos-noerror,linear
betax,1.0098937663134595,1.2838183803257888e-4,0.024841958997211908,0.9609322563056231,0.9932129366698549,1.0096978936677155,1.026625160311323,1.0587039792879198,37442.47107342194,0.9999534800229791,20191376,40000,1,med-pos-noerror,linear
sigma,1.0150595707023944,2.6946721089354683e-4,0.05175210217253946,0.9198294458801406,0.9788967484717593,1.0127491448719548,1.0487803034061123,1.122167201589441,36884.520043043645,1.0000427099038582,20191376,40000,1,med-pos-noerror,linear
beta0,-0.8956498609621757,3.2654007509575524e-4,0.06743661244418361,-1.0277721526153512,-0.9408982347016195,-0.8956636708557342,-0.8504029401758688,-0.7629841835176692,42649.948958260924,0.999974975148362,20191377,40000,-1,med-pos-noerror,linear
betax,1.0309524799294165,1.1601385007638651e-4,0.02346295396727313,0.9849638162983944,1.0151007945477668,1.0309183435021514,1.0466653773785624,1.0772363346731555,40902.10862396422,0.9999709998801124,20191377,40000,1,med-pos-noerror,linear
sigma,0.95097025092449,2.386653392683346e-4,0.04809147098902528,0.8615875236682837,0.9179526728831988,0.9490862332821598,0.9820675412569231,1.050411667195091,40602.934081944615,1.0000795210389206,20191377,40000,1,med-pos-noerror,linear
beta0,-0.9825567284465418,3.648494298468211e-4,0.06938422300353879,-1.1190313638170895,-1.029241004459126,-0.9822402631781559,-0.9359516396931518,-0.8463004599298218,36165.470094618286,0.9999956129792733,20191378,40000,-1,med-pos-noerror,linear
betax,0.9810666237086914,1.2176068738845616e-4,0.022928190366988215,0.9361342979686417,0.9655523828831657,0.9809755430462397,0.9967312848767818,1.0253953562839244,35458.90951549859,0.9999663867672404,20191378,40000,1,med-pos-noerror,linear
sigma,0.9703120651747272,2.5591733864230266e-4,0.04885126732634583,0.8802921975849197,0.9364297971160426,0.9682604012168885,1.0018150387372051,1.0727880517959303,36437.80843745852,1.0000112612172858,20191378,40000,1,med-pos-noerror,linear
beta0,-1.0005752572028384,3.746202984154109e-4,0.07607616906194739,-1.1502856173146423,-1.0515570650491566,-1.0006513205291976,-0.9493321616051473,-0.8512491294551447,41239.6203761324,1.000058331510545,20191379,40000,-1,med-pos-noerror,linear
betax,1.005728414500175,1.3962426156094866e-4,0.027856616415039715,0.9514029705971918,0.9869555718930563,1.0055850412833356,1.024609261316838,1.0604261704623674,39804.7544822855,1.0000320499363495,20191379,40000,1,med-pos-noerror,linear
sigma,1.070895510473742,2.7220257543783327e-4,0.054638625276708756,0.9709654108044264,1.0331471229926648,1.0684865955298104,1.1061828001157858,1.1837118988674604,40291.65139589597,1.0000791602611692,20191379,40000,1,med-pos-noerror,linear
beta0,-0.9036408760393486,3.040166478023379e-4,0.061466035853000735,-1.0242976709206044,-0.9447916361685234,-0.9035700794329382,-0.8623553415406556,-0.7825324024079319,40876.685897520976,1.0000463592899034,20191380,40000,-1,med-pos-noerror,linear
betax,0.9839436502431292,1.1199439689220408e-4,0.021268932218008643,0.9423479298808495,0.969590158815053,0.9838903048661614,0.9984251155189587,1.025455123484496,36066.06688006308,0.9999926875157752,20191380,40000,1,med-pos-noerror,linear
sigma,0.8610063034024237,2.2386749976564796e-4,0.0439113042593453,0.7798940412344351,0.8304747336459121,0.8594027491257703,0.8894630221447404,0.9523087200566968,38474.28659083325,0.999958582399921,20191380,40000,1,med-pos-noerror,linear
beta0,-0.9870873121076291,3.59060221136546e-4,0.06871271986568173,-1.1215426586651194,-1.0341821704110605,-0.9866702602788138,-0.9406395447767448,-0.8529932442519291,36621.80039495433,0.9999590778184921,20191381,40000,-1,med-pos-noerror,linear
betax,1.0402470191244337,1.1846321617366902e-4,0.022960944743378803,0.9954472493374256,1.0246917384085528,1.0402607793540914,1.0558286272862698,1.0849539197532232,37567.51500039676,1.000083768281821,20191381,40000,1,med-pos-noerror,linear
sigma,0.9676735431557328,2.5854220254999924e-4,0.04880628062455911,0.8782323994386193,0.9338886593136362,0.9652662098544021,0.9991079275357424,1.069332361674653,35635.96607158183,0.9999743284905794,20191381,40000,1,med-pos-noerror,linear
beta0,-0.9550908660501872,3.74891292892431e-4,0.0717535531177829,-1.0960614168366207,-1.0035010789004164,-0.9550453492313404,-0.9068286029444927,-0.8149472332736383,36633.30615243725,0.9999675092747495,20191382,40000,-1,med-pos-noerror,linear
betax,1.0066966294908117,1.3561893006754525e-4,0.025665888284916477,0.9561516682181725,0.989449359203032,1.0067190924474876,1.0238252486563155,1.0574596302517714,35815.578602520036,1.0000532813193077,20191382,40000,1,med-pos-noerror,linear
sigma,1.0053186070746993,2.6945232986202826e-4,0.05049703054841682,0.9126553373253027,0.9700716100015006,1.0031513540729793,1.037851367089078,1.1114299417257258,35121.074517344554,0.9999936783107171,20191382,40000,1,med-pos-noerror,linear
beta0,-1.054068571480605,4.088282360209134e-4,0.0762858532284229,-1.2050358014990568,-1.105171269197568,-1.0537149247336193,-1.0025882988453696,-0.9065799753038903,34818.19473879563,0.9999945482353109,20191383,40000,-1,med-pos-noerror,linear
betax,1.0371695979418094,1.4027301381360207e-4,0.02582794996646581,0.9869309570970491,1.0197953892683747,1.0370520563391137,1.0543758139130237,1.088223390261841,33902.491577105,1.0000277922225302,20191383,40000,1,med-pos-noerror,linear
sigma,1.0728327292121607,3.005990917620551e-4,0.05515751520655949,0.9712092180032593,1.0343211881887433,1.0705138725178363,1.1086422394291464,1.1876794563881554,33669.29777913723,0.9999953155239756,20191383,40000,1,med-pos-noerror,linear
beta0,-0.9654001288334442,3.785140983451139e-4,0.06919469097180161,-1.100657926908737,-1.0122394366804082,-0.9653354515775714,-0.9182957622220003,-0.8295129387494048,33418.07488992625,0.9999878930712778,20191384,40000,-1,med-pos-noerror,linear
betax,0.9598440067916515,1.3174145003320002e-4,0.02384994560207511,0.9127171281562536,0.9439110298541544,0.9598319967947258,0.9759110948812233,1.0067158211233225,32774.03454338042,1.0000084399925366,20191384,40000,1,med-pos-noerror,linear
sigma,0.9806130566214032,2.7476397641228075e-4,0.04972890650607175,0.8889556237638446,0.9461929710339816,0.9782546442684719,1.0129758694136943,1.0840535121427874,32756.555946267046,0.9999834357409716,20191384,40000,1,med-pos-noerror,linear
beta0,-1.028419781773218,3.3717866173065344e-4,0.07125589182492124,-1.1679802567403343,-1.0767737925886145,-1.0282816313715255,-0.9802339861504891,-0.8881711126205645,44660.275188670115,0.9999864657182226,20191385,40000,-1,med-pos-noerror,linear
betax,1.0042726448329158,1.1523066938325544e-4,0.02450234460209349,0.9563889853109038,0.9877784964507113,1.004231131781252,1.020627865467115,1.0527162410043802,45214.64418617114,0.9999761777930642,20191385,40000,1,med-pos-noerror,linear
sigma,1.0099556544241388,2.4550830756293266e-4,0.05082635204167127,0.9165444187852498,0.9749082354058429,1.0080078891756297,1.0429823876941848,1.115359942162963,42859.341633344855,0.9999795909498612,20191385,40000,1,med-pos-noerror,linear
beta0,-0.9972687349426506,3.548468594084753e-4,0.07338233087086639,-1.1405623529448663,-1.0466236099068869,-0.9976796831455255,-0.9477998272777903,-0.8533346703582639,42766.240402348536,1.0000053206160855,20191386,40000,-1,med-pos-noerror,linear
betax,1.0009714790400928,1.2203352923625867e-4,0.02451477130924627,0.9525970166096439,0.9843611541895257,1.0009781626155423,1.017175783814696,1.0492719053915018,40354.999820632926,0.9999843209498904,20191386,40000,1,med-pos-noerror,linear
sigma,1.0298994391025484,2.485143506803474e-4,0.05222552536016974,0.9346602939442563,0.9935685624671932,1.027565154399467,1.0636456077832566,1.1392896854688142,44163.419208529405,0.9999960899223539,20191386,40000,1,med-pos-noerror,linear
beta0,-1.0257855282744148,3.760179127046248e-4,0.07353861531277986,-1.1696019489719567,-1.0754147239162164,-1.0259538868863896,-0.9762918662490718,-0.8820205792408695,38248.44888599662,0.9999963393106859,20191387,40000,-1,med-pos-noerror,linear
betax,1.004246270064254,1.2729365617419108e-4,0.024766964556649482,0.9556987265611917,0.9875516817313246,1.0042568300435764,1.0208426207211074,1.0532354218013713,37855.766488335765,0.99997399862058,20191387,40000,1,med-pos-noerror,linear
sigma,1.0325719405015266,2.6905998857521945e-4,0.05203569923350344,0.9370749491789926,0.9965748978130907,1.0306063649384705,1.0663679507442354,1.1400088566701403,37402.83752882068,1.0000109316392536,20191387,40000,1,med-pos-noerror,linear
beta0,-1.0248458581333848,3.2997361763350115e-4,0.06867196162955218,-1.1600699209124625,-1.0713145716475982,-1.024725440662348,-0.978747925066055,-0.8899740986192718,43311.22529507356,1.0000287769483545,20191388,40000,-1,med-pos-noerror,linear
betax,0.9654136509687152,1.1352346307820406e-4,0.02298160547744646,0.9204205221650789,0.9499242792592408,0.9653717288472811,0.9806487377519141,1.010734375353915,40981.652631439276,0.9999873864536176,20191388,40000,1,med-pos-noerror,linear
sigma,0.9674332516501324,2.4721454790158987e-4,0.04943691829204176,0.8766732248059881,0.9332808703671955,0.9653581343106759,0.9990337773861858,1.0699645018660264,39990.30651662334,1.0000678958445242,20191388,40000,1,med-pos-noerror,linear
beta0,-1.0560225014735938,3.4934243664594086e-4,0.06637232991989196,-1.1865934818410466,-1.1008298639120224,-1.0560712622233746,-1.0114828368847266,-0.9252724882161992,36097.02717223167,1.0000439567919661,20191389,40000,-1,med-pos-noerror,linear
betax,1.0695806329151578,1.1953506575127185e-4,0.022771778266029382,1.024527719306196,1.054546298837001,1.0696390254056074,1.084871262119807,1.1139569380686596,36291.35997229725,0.9999633857262327,20191389,40000,1,med-pos-noerror,linear
sigma,0.9301458080631348,2.4955341789093265e-4,0.047327930359986545,0.8429119615648226,0.8974210762918895,0.9282461064086194,0.9608554602198291,1.0287268579830435,35967.31196825827,0.9999885111734197,20191389,40000,1,med-pos-noerror,linear
beta0,-1.018673053570437,3.696334569016603e-4,0.06737391136588697,-1.149611145901738,-1.0643903112322115,-1.0183423678315244,-0.9734502434395315,-0.8858175301131139,33223.162765750436,0.9999711067149728,20191390,40000,-1,med-pos-noerror,linear
betax,1.0196832942744218,1.3220156854304023e-4,0.023926827168376748,0.972593113443098,1.003549840923097,1.019763368072911,1.0358460761947732,1.0666756682673109,32756.463606300433,1.0000392246416283,20191390,40000,1,med-pos-noerror,linear
sigma,0.9558875354019526,2.7220206609948974e-4,0.04852275437409738,0.8662452265640949,0.9220666328499462,0.9540307031233375,0.9872204939099163,1.0557807469641896,31776.646029932803,1.0000289222108538,20191390,40000,1,med-pos-noerror,linear
beta0,-1.0468115219580405,3.398986807794401e-4,0.06866654368907436,-1.1819111018555175,-1.0931666055956946,-1.0467021563701229,-1.0003261354791437,-0.9120146798145777,40812.332641688605,0.9999512347412466,20191391,40000,-1,med-pos-noerror,linear
betax,1.001441661518702,1.2049204975890145e-4,0.024010497873295806,0.954034445551915,0.9852499272036582,1.0014871569735786,1.017550911508334,1.0486060419194532,39708.68874731294,1.0000256017234315,20191391,40000,1,med-pos-noerror,linear
sigma,0.9637290635180004,2.4227773626610632e-4,0.04900415978904196,0.8734650187065423,0.9293776231249853,0.961365937854362,0.995931499894057,1.0650515639563665,40910.88555352131,0.9999985966300371,20191391,40000,1,med-pos-noerror,linear
beta0,-0.9422890290561616,3.2146129476736204e-4,0.06298419096599994,-1.0657287886126443,-0.9847255090508364,-0.9423459444966253,-0.899964626528718,-0.8183283379652813,38388.90558844893,0.999992246925374,20191392,40000,-1,med-pos-noerror,linear
betax,1.0026749080184234,1.1350327271685503e-4,0.021581294213025577,0.9601640109454634,0.9882452848657879,1.0026201434675115,1.0171488520274257,1.0454270894231517,36152.48901354194,0.9999992656177896,20191392,40000,1,med-pos-noerror,linear
sigma,0.8927969070105886,2.3529496295140664e-4,0.0450741973332235,0.8096561074457718,0.8615155387355912,0.8910466289472562,0.9220415736294572,0.9858054849745947,36697.01530657621,1.0000159989073183,20191392,40000,1,med-pos-noerror,linear
beta0,-1.086317121009242,3.4988915962818603e-4,0.07049539797175862,-1.2250717540681455,-1.1334985806952014,-1.0865361485737275,-1.0389058097799246,-0.9473090596929942,40593.879550766476,0.9999797777088493,20191393,40000,-1,med-pos-noerror,linear
betax,0.9598868245378112,1.1657778691979113e-4,0.023895093541812275,0.913396327021533,0.9437097001177208,0.9598942172093166,0.9758415782342673,1.0071036565962082,42013.20922856847,0.9999790476987362,20191393,40000,1,med-pos-noerror,linear
sigma,1.0058389562423378,2.58951308885215e-4,0.05102851568294871,0.9119370894659109,0.9704826910260397,1.0034765871366984,1.0389599344801086,1.112057672109667,38831.99029683044,0.9999778009855026,20191393,40000,1,med-pos-noerror,linear
beta0,-1.134388489584758,3.868834144851397e-4,0.07363937205110287,-1.2795382940200926,-1.1834139450757273,-1.1350101586118182,-1.08538349974219,-0.9890266078115858,36229.29881158096,0.9999983201488613,20191394,40000,-1,med-pos-noerror,linear
betax,1.000347337953888,1.323960657129422e-4,0.02547009161419208,0.9504914507897448,0.9831358455912382,1.0003244047758093,1.0174651866749054,1.0499628810720574,37009.298616789616,0.9999649189744693,20191394,40000,1,med-pos-noerror,linear
sigma,1.0446880018387366,2.826830209418718e-4,0.052883665597937855,0.9470083031369267,1.0080468476166766,1.0425487443655808,1.0785913301391838,1.1544780928304281,34998.034350607115,0.9999818447588393,20191394,40000,1,med-pos-noerror,linear
beta0,-1.0587622041696458,3.326353004256814e-4,0.06743728240869652,-1.1918499667647118,-1.103915525888956,-1.0583678130032466,-1.0139865123736702,-0.9257124732161464,41102.04677261895,0.9999659344243973,20191395,40000,-1,med-pos-noerror,linear
betax,0.9965008816868625,1.0849799426056312e-4,0.02279553391460239,0.9517874405058704,0.9812457669812634,0.9963974947064438,1.0119257320349644,1.0416992617235752,44142.41789471752,1.0000173375104238,20191395,40000,1,med-pos-noerror,linear
sigma,0.9483775329095536,2.4292858611540946e-4,0.04857902792468606,0.8587617474433314,0.9146392617463912,0.9463574164546694,0.9798420542737099,1.0491663334407213,39988.98633049271,0.999958830706094,20191395,40000,1,med-pos-noerror,linear
beta0,-0.9555822342615129,3.4386612449585906e-4,0.06793963204192754,-1.0889608598051292,-1.0013698312730972,-0.9554146670020762,-0.9100757034804413,-0.8223617972317421,39036.20525132493,1.0000945731172513,20191396,40000,-1,med-pos-noerror,linear
betax,1.0041271590991923,1.248467010981239e-4,0.024302552064595157,0.9568771418213183,0.9877512056640572,1.0041745452946476,1.0202784899504613,1.0520563075319325,37892.182647198446,1.0000963708570527,20191396,40000,1,med-pos-noerror,linear
sigma,0.9530860304123593,2.3930994274812308e-4,0.04813517191249677,0.8650072626292956,0.91956693309168,0.9509602449699086,0.9843311959618485,1.054065142408034,40457.92161967171,0.9999810575430085,20191396,40000,1,med-pos-noerror,linear
beta0,-0.9762922761724273,3.265448699896411e-4,0.07013768671205638,-1.113408101170632,-1.0230354708052267,-0.976363549918834,-0.929468128135561,-0.8380843573097013,46133.57866104798,0.9999947769829464,20191397,40000,-1,med-pos-noerror,linear
betax,1.0287345365643645,1.1062691238329001e-4,0.02343264635857677,0.98253811742058,1.013099947939564,1.0287218917655037,1.0443370738472126,1.0746863078507956,44866.386568945556,1.0000695158855446,20191397,40000,1,med-pos-noerror,linear
sigma,0.9870945883999102,2.4016908323974527e-4,0.050468368468904234,0.8943221574690348,0.9521358127651098,0.9848184267049286,1.0197269893516554,1.0930237083713092,44157.48496514522,1.0000292766727095,20191397,40000,1,med-pos-noerror,linear
beta0,-0.9751693759598763,3.5140613233504116e-4,0.06863111486569401,-1.109433806301253,-1.021514869826581,-0.9750808361548292,-0.9291865808313466,-0.8393297311139766,38143.75423040269,0.9999635519600444,20191398,40000,-1,med-pos-noerror,linear
betax,0.984113886575003,1.2502237921575116e-4,0.024241707333456184,0.9363601592562927,0.9677413902163103,0.9840018094454301,1.0004185109431831,1.0315649976077252,37596.80056854367,0.9999882612686225,20191398,40000,1,med-pos-noerror,linear
sigma,0.9714579821075447,2.5981600974775296e-4,0.049402284281934765,0.880127239876124,0.9370616908744024,0.9696979167930341,1.0033213348120118,1.0740374490610571,36154.49033625318,0.9999762828541506,20191398,40000,1,med-pos-noerror,linear
beta0,-0.9829645077886331,3.530264404905608e-4,0.07161836310875405,-1.1232730055080287,-1.0311076292332904,-0.9829557538134399,-0.934704687613318,-0.842436521498678,41156.109471001226,0.9999742870996308,20191399,40000,-1,med-pos-noerror,linear
betax,0.9916872748823867,1.255780869837632e-4,0.024770739671264114,0.9429690354030567,0.9751724173183173,0.9914592945071861,1.0081563066999752,1.0405599832941381,38909.013916528595,1.0000469863407684,20191399,40000,1,med-pos-noerror,linear
sigma,1.0106634437879498,2.686822337796592e-4,0.05146499225218282,0.9167479535656936,0.9746219308996787,1.0086108352631493,1.0442072398261022,1.1168576486554584,36689.84887220296,0.999986620324236,20191399,40000,1,med-pos-noerror,linear
beta0,-1.0887302353450878,3.4481423640272295e-4,0.0669574370815595,-1.2201807588677835,-1.133328384361766,-1.0891148675198163,-1.043866967534536,-0.9563363758651935,37707.458969469626,1.0000377819222905,20191400,40000,-1,med-pos-noerror,linear
betax,1.0117093096807013,1.2208434255699127e-4,0.023839685895712913,0.9650961275819282,0.995662347860291,1.0118097585204686,1.027671969371774,1.058584642533298,38131.25684986661,1.0000073390088429,20191400,40000,1,med-pos-noerror,linear
sigma,0.9463395260616957,2.544003744370304e-4,0.04811636867535657,0.8574392500623577,0.9128100579828822,0.9445202872701626,0.9777230049362449,1.0458598355379567,35772.57437862931,0.9999525521295758,20191400,40000,1,med-pos-noerror,linear
beta0,-1.024073167412547,4.029330408728703e-4,0.07712885210525074,-1.174575079466178,-1.075548821280356,-1.0238521655489374,-0.9716749330745733,-0.8728876493395293,36641.055273868034,1.000043772029708,20191401,40000,-1,med-pos-noerror,linear
betax,0.9696004221128882,1.4759289014945896e-4,0.027781623137182746,0.9153258823783306,0.9509727715787986,0.9694843437509135,0.9882709244690746,1.0244928231961437,35431.077276083226,0.999991318243943,20191401,40000,1,med-pos-noerror,linear
sigma,1.083281208666116,2.867010766646262e-4,0.05482741229513027,0.9833072501580719,1.04530849657308,1.0809906002933158,1.1186459761382448,1.1980987747958864,36571.00118365701,0.9999787894693939,20191401,40000,1,med-pos-noerror,linear
beta0,-0.9638665547996593,3.727429710479261e-4,0.07405092012595822,-1.1088100343809109,-1.0139012965074108,-0.9641013084220696,-0.9134696249296423,-0.8192627603514085,39467.71590374753,0.9999770055774312,20191402,40000,-1,med-pos-noerror,linear
betax,1.005363219841713,1.354856749231328e-4,0.0266535903459641,0.9531230842927721,0.9872174009646788,1.0053404726198827,1.0233949772198085,1.0572757346360313,38701.22205533546,1.0000905206298945,20191402,40000,1,med-pos-noerror,linear
sigma,1.045160400113309,2.727368314884241e-4,0.05300211030415568,0.9474273489779462,1.008156715550781,1.0433925204662118,1.07965070796761,1.1553459960967856,37765.80458425041,1.000051502308704,20191402,40000,1,med-pos-noerror,linear
beta0,-0.9559342619077905,3.491824413873558e-4,0.07007485380090092,-1.0929328435652899,-1.0029933670963813,-0.9559383204770513,-0.9091215965198123,-0.8182187406407382,40273.52156246766,1.0000367932804686,20191403,40000,-1,med-pos-noerror,linear
betax,1.0551205691171168,1.296529178959507e-4,0.025104878380191806,1.005394458262348,1.0383516854978307,1.0551803348569164,1.0720282518434114,1.1038764873489157,37493.12615664929,0.9999801365482752,20191403,40000,1,med-pos-noerror,linear
sigma,0.9931626081158201,2.6449224419330464e-4,0.05018743880187249,0.9009681623333671,0.9582889678766595,0.9908353166010739,1.0260608850145254,1.096531583928164,36005.113387786965,0.9999863101877629,20191403,40000,1,med-pos-noerror,linear
beta0,-0.9929124426577309,3.7600852743729376e-4,0.07019698344442518,-1.1301438917444266,-1.0402500361548292,-0.9931267583461261,-0.9457722987955743,-0.8547755571179029,34853.107896517366,1.0000420667165666,20191404,40000,-1,med-pos-noerror,linear
betax,0.9939420415094978,1.2091190084951243e-4,0.02335142957125454,0.9476784383673208,0.9782224267934012,0.9941303972032127,1.0097052842332777,1.0394575952408343,37298.28377392065,0.9999661085374059,20191404,40000,1,med-pos-noerror,linear
sigma,0.999404911632225,2.642909160429801e-4,0.05054728552776173,0.9063202658519262,0.9644405399843662,0.9974706699863771,1.0322828255102514,1.1037960024330453,36578.94739841345,0.9999566152731023,20191404,40000,1,med-pos-noerror,linear
beta0,-1.0642193479106914,3.5102707161446334e-4,0.06767831291323508,-1.1958895372879652,-1.109921137552329,-1.0647169246809352,-1.0185680712408454,-0.9308637591785754,37172.162414295824,1.0000064596530156,20191405,40000,-1,med-pos-noerror,linear
betax,0.994147624750185,1.2291795542956842e-4,0.023511557414880268,0.9482428644248625,0.9783894051684098,0.9942086456740707,1.009939066286065,1.0404785409680257,36587.44986364409,1.0000183519653445,20191405,40000,1,med-pos-noerror,linear
sigma,0.9623632272963786,2.6019465009352144e-4,0.048850996696913694,0.8727988167245648,0.9284352797550992,0.9605866687014458,0.9942291002917718,1.0634532600356283,35249.270419626366,1.0000047279067916,20191405,40000,1,med-pos-noerror,linear
beta0,-1.0061587691018292,3.69319735170615e-4,0.07188165031644851,-1.1484838514533733,-1.0538421493306158,-1.006079115827938,-0.958233221878685,-0.8647893310167932,37881.838473141164,0.9999815712106531,20191406,40000,-1,med-pos-noerror,linear
betax,0.9876686735399373,1.354555049304559e-4,0.02642249647365426,0.9363237699415674,0.9698376886109996,0.987623826805561,1.0054544900971614,1.039372274917213,38049.97521297235,0.9999960210672652,20191406,40000,1,med-pos-noerror,linear
sigma,1.0166417117183923,2.6614899977288765e-4,0.05131454706740532,0.922424585508349,0.9812510990398702,1.0145432539503152,1.0497875881857734,1.123981767334986,37173.317674778424,0.999985942970248,20191406,40000,1,med-pos-noerror,linear
beta0,-1.0085409930783376,3.24420111245074e-4,0.0656512194493983,-1.1369676744479125,-1.0525523145956166,-1.008690685310858,-0.9647339870090079,-0.8793847714765828,40951.522909783765,0.9999635144994663,20191407,40000,-1,med-pos-noerror,linear
betax,0.9979431763492964,1.086361503740323e-4,0.02152031749441803,0.9562472568031394,0.9833175092045136,0.9978083164450299,1.01239231305824,1.0402396896407287,39241.77229925864,1.0000145870013537,20191407,40000,1,med-pos-noerror,linear
sigma,0.9290278088180692,2.3588736377005442e-4,0.046991871075359855,0.8430004880311247,0.8963625289696464,0.9270725958597663,0.9593285413904296,1.0263138255547235,39685.88976303245,1.000099478086819,20191407,40000,1,med-pos-noerror,linear
beta0,-0.9965037272005931,3.559631821117832e-4,0.07321675926538314,-1.1392961082163457,-1.0458821134971867,-0.9966862191901527,-0.9474413226334504,-0.8526823285884858,42306.86487157489,0.9999702575471776,20191408,40000,-1,med-pos-noerror,linear
betax,0.9862394982032126,1.2529913356020813e-4,0.026082716610887687,0.9347313435601391,0.9686899942360933,0.9863721742737586,1.0037931507573064,1.0370629838594863,43332.077361158474,1.0000632406834067,20191408,40000,1,med-pos-noerror,linear
sigma,1.0332142359152547,2.480276841874526e-4,0.052216452702697855,0.9374539561317395,0.9970974886179191,1.031403082784453,1.0668359985103495,1.1413534352210744,44321.4962376087,0.9999559134936081,20191408,40000,1,med-pos-noerror,linear
beta0,-0.9396868556051675,3.836067759244152e-4,0.0730718622311701,-1.0824281869681438,-0.9892921812982483,-0.9398289722100124,-0.8901303096234133,-0.7964248803650894,36285.05713385333,1.0000165252371043,20191409,40000,-1,med-pos-noerror,linear
betax,1.0027711370862642,1.312110197994567e-4,0.025354842725573434,0.9534278789498705,0.9857287912349129,1.0027516440935536,1.0197985948829555,1.052988409282179,37340.593815971915,1.0000408306379591,20191409,40000,1,med-pos-noerror,linear
sigma,1.0310702228031299,2.758763297788509e-4,0.05230036919834689,0.9353130375249267,0.9949724191109417,1.0286773952896455,1.0646425724235997,1.1398138726164142,35940.21163787516,0.9999522040446971,20191409,40000,1,med-pos-noerror,linear
beta0,-1.0085510079733087,3.659770190511033e-4,0.0724713568216126,-1.1511515070106033,-1.0569426678107985,-1.0088889015455145,-0.9595567190638268,-0.8674661439070366,39212.55617230315,0.9999732291586327,20191410,40000,-1,med-pos-noerror,linear
