term,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,seed,iter,true_val,data,model
sigma,0.9920291681782141,3.5106524410947825e-4,0.06617711300851942,0.8684415796024972,0.9459587601167475,0.9898967766311935,1.0351186225438285,1.1286668204901555,35533.66161543041,1.0000204490092892,20191145,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9534372033627592,3.2175476013769324e-4,0.09225021018299837,-1.135657503596991,-1.0153321086381577,-0.9536707099689147,-0.8911001567610459,-0.7738515530675156,82202.45105887802,0.9999853212001971,20191146,40000,-1,med-pos-xyerror,linear-xme
betax,1.2392826879005798,8.623780423643001e-5,0.02269253828517611,1.1946814250680218,1.2240459700168982,1.2392585302017691,1.254430514352146,1.2839216258736266,69242.1865128509,1.000048609473635,20191146,40000,1,med-pos-xyerror,linear-xme
sigma,1.1824600998121253,3.1580732572604236e-4,0.07357509862664278,1.0460789291447308,1.1315300843261475,1.1792923916994202,1.2304559911715522,1.3342256081829797,54277.18377761245,0.9999611906747259,20191146,40000,1,med-pos-xyerror,linear-xme
beta0,-1.000932356552814,3.733178519555581e-4,0.08632635343729585,-1.1692521239349125,-1.0586361504973612,-1.0005371624892268,-0.9426680060012667,-0.831527520849525,53472.350568493624,0.9999767702274142,20191147,40000,-1,med-pos-xyerror,linear-xme
betax,1.240508255461166,8.984268690856941e-5,0.020041000991670326,1.201053415750693,1.2270664981281865,1.2405077180278616,1.2539999424845691,1.279763036502557,49759.19610752918,1.0001422704169645,20191147,40000,1,med-pos-xyerror,linear-xme
sigma,1.0861769228061535,3.4996339272460854e-4,0.06933900908136748,0.95638974513671,1.038132600647971,1.0837451587375515,1.1313784840084145,1.2280920831233249,39256.35980114839,0.9999870449870955,20191147,40000,1,med-pos-xyerror,linear-xme
beta0,-1.0710242167354855,3.285559040460114e-4,0.09204833235806134,-1.251129969740535,-1.1328763055484048,-1.0705040203807696,-1.009468341160896,-0.8908508316861904,78489.81367278537,1.0000138704113974,20191148,40000,-1,med-pos-xyerror,linear-xme
betax,1.2605680105408397,8.22161850992399e-5,0.022249163196940005,1.216871233790699,1.2456379870675074,1.2606106534078103,1.2754070040349539,1.3041512216867615,73233.99407834803,0.9999629101915984,20191148,40000,1,med-pos-xyerror,linear-xme
sigma,1.1764439893409269,3.163357326442437e-4,0.07361508213401376,1.0398683049700614,1.125285449308921,1.173482778468121,1.224420362862031,1.3279954113582249,54154.81773835609,0.9999540691708115,20191148,40000,1,med-pos-xyerror,linear-xme
beta0,-0.956826643589354,3.111002838579809e-4,0.08639992339138926,-1.1257226580539568,-1.0149295965934304,-0.9566382128341755,-0.8990989984074063,-0.7870138622343296,77130.45619715919,0.9999977934293836,20191149,40000,-1,med-pos-xyerror,linear-xme
betax,1.2580658080918456,8.753865930872962e-5,0.023502459222361757,1.2121307187306476,1.2423758012921922,1.2580211243876234,1.2737966493725283,1.304098323353483,72082.00094194188,0.999969864104155,20191149,40000,1,med-pos-xyerror,linear-xme
sigma,1.074944811735341,3.186092343343848e-4,0.0698876513269039,0.9445637645250389,1.0268639915280109,1.0732213926209293,1.1205155744168402,1.2194969734264065,48115.40807215153,0.999960858858652,20191149,40000,1,med-pos-xyerror,linear-xme
beta0,-0.8557928569992976,3.938924410033004e-4,0.08716765479649602,-1.026163764538601,-0.9144816820032996,-0.855802270515905,-0.79732096079696,-0.6845558893715209,48972.85580336342,0.99996634204128,20191150,40000,-1,med-pos-xyerror,linear-xme
betax,1.267058632678124,9.79573658835368e-5,0.021885158249059355,1.2242220178374212,1.2522944896768156,1.2669617411352878,1.2817335281468032,1.3096499841824518,49914.32312156155,0.9999906986012064,20191150,40000,1,med-pos-xyerror,linear-xme
sigma,1.0882783983198814,3.528278197990893e-4,0.07029286643216348,0.9580262531012436,1.0398170863775136,1.0861564733844773,1.1344423020595338,1.2329144595639916,39691.440868817685,0.999980467797554,20191150,40000,1,med-pos-xyerror,linear-xme
beta0,-1.1319391202194342,3.831960569963736e-4,0.0881232162301286,-1.3050916939012538,-1.191229042178709,-1.1318471476576586,-1.073169351963215,-0.9586329586996221,52885.74360006496,0.9999569736576887,20191151,40000,-1,med-pos-xyerror,linear-xme
betax,1.2212069981745124,9.667064828720198e-5,0.021648267111370672,1.1790387702970473,1.206645603274899,1.2211162565965032,1.2359012113145662,1.2638226766414329,50148.39220120629,0.9999629251385556,20191151,40000,1,med-pos-xyerror,linear-xme
sigma,1.1151580869965871,3.4881001596882545e-4,0.06958776536962363,0.9861726567708227,1.0671228084704245,1.1126299492334972,1.1608116420302688,1.2586917698268034,39800.44124001725,1.000011223455633,20191151,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9677781563534317,4.795268846392279e-4,0.0923682608733939,-1.148347496412198,-1.0300226566346886,-0.968364608664854,-0.9054693061354758,-0.7861282643593616,37103.90434684772,0.9999668140525125,20191152,40000,-1,med-pos-xyerror,linear-xme
betax,1.2133746178643188,1.0876222826274334e-4,0.021143684931377842,1.1717167447932268,1.199072177177422,1.2134207808274657,1.2275517798336821,1.2551721926519186,37792.46016899653,0.9999775102048098,20191152,40000,1,med-pos-xyerror,linear-xme
sigma,1.1972039025172045,4.1600693971605656e-4,0.07418523887868976,1.05938670557121,1.1461672164245058,1.1944101297357215,1.245274999172362,1.3493074150231623,31800.49264331071,1.0000250393320873,20191152,40000,1,med-pos-xyerror,linear-xme
beta0,-1.001586544376442,3.246315272095285e-4,0.09031071718399335,-1.1777134559969467,-1.0625172318299778,-1.0015146205751277,-0.9409667292412786,-0.825007692816985,77392.20003330392,0.999975946232918,20191153,40000,-1,med-pos-xyerror,linear-xme
betax,1.2324417330220723,8.757360269246573e-5,0.023714289341602607,1.1859007838688844,1.2165399491865296,1.23258326626219,1.2482217086257523,1.2790600500743374,73328.66794259725,0.9999867258828258,20191153,40000,1,med-pos-xyerror,linear-xme
sigma,1.1405688721013454,3.0930518529291074e-4,0.07159384052660556,1.0077987479022372,1.0911646390719683,1.1383276154003286,1.187104417370513,1.287827145183485,53576.81823298017,0.9999877771545724,20191153,40000,1,med-pos-xyerror,linear-xme
beta0,-1.0254998057112075,3.142335609544583e-4,0.08541265979822797,-1.192833189614145,-1.0829649833514463,-1.0255401967774613,-0.9680533696434991,-0.8572251067603043,73882.12167596396,0.9999613253142121,20191154,40000,-1,med-pos-xyerror,linear-xme
betax,1.2854572544737226,8.762915106355915e-5,0.022458800044652182,1.2413330893132797,1.2703559364564674,1.2854358287552858,1.300484721738942,1.329685504657338,65686.46470002507,1.0000039951311535,20191154,40000,1,med-pos-xyerror,linear-xme
sigma,1.064008226983201,3.270188679464694e-4,0.06983531994458728,0.9341447884982347,1.0159242224012095,1.0614421669488374,1.1093925905823816,1.207989706370756,45604.17806699015,0.9999650322021383,20191154,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9762065974654823,4.0272995053441425e-4,0.08978357849408199,-1.151048117958952,-1.0368209745816261,-0.9767008757002549,-0.9160949816838012,-0.80067647931019,49701.095854856176,0.9999785434243813,20191155,40000,-1,med-pos-xyerror,linear-xme
betax,1.1751537154008094,1.0711535178978412e-4,0.02281842519702238,1.1302266084385437,1.159987695403038,1.1751182977609111,1.1903497300528423,1.219895149342628,45380.35616248946,0.9999607580341848,20191155,40000,1,med-pos-xyerror,linear-xme
sigma,1.1447102527108137,3.5639679767945e-4,0.07043954596528122,1.0129684944978676,1.0963452968666398,1.1419803629481267,1.190120304129461,1.2908537516446026,39062.992447319426,0.9999626298537819,20191155,40000,1,med-pos-xyerror,linear-xme
beta0,-1.1729553698724984,3.964390308559464e-4,0.08894245261560565,-1.3476068071916545,-1.2328014225706767,-1.172217334110694,-1.1134671133995802,-0.9986528528866484,50334.45731649992,0.9999906514884028,20191156,40000,-1,med-pos-xyerror,linear-xme
betax,1.253533235391671,1.0484665565462088e-4,0.02346468419057781,1.2074105839990226,1.2378799924700346,1.253357623976755,1.2692977289397227,1.299717872217163,50086.451334753874,1.0000913276085286,20191156,40000,1,med-pos-xyerror,linear-xme
sigma,1.1132404033959336,3.6208088035503483e-4,0.07082478357204888,0.9810094368417865,1.0644754672119028,1.110824174622007,1.1592245755902404,1.2584680347100305,38261.265211709244,1.0000049606137114,20191156,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9015357662565513,3.6930837282022255e-4,0.08402817917176489,-1.0645333695303942,-0.9585705576776932,-0.9017489011078716,-0.8446550782521534,-0.7367246798788356,51769.21716205129,1.0000750455734788,20191157,40000,-1,med-pos-xyerror,linear-xme
betax,1.230899880730343,1.0212644366442893e-4,0.02302213169157617,1.1858636919418515,1.2152730112171517,1.2307778328512284,1.2463328121865624,1.2763156402948757,50817.65846567688,0.9999899739673578,20191157,40000,1,med-pos-xyerror,linear-xme
sigma,1.041773367617222,3.496561587945232e-4,0.0680503409816563,0.9151468488905253,0.9947980444091453,1.0391910112004605,1.0859554964551001,1.182566682888686,37877.2331188865,0.9999536824039085,20191157,40000,1,med-pos-xyerror,linear-xme
beta0,-1.015995239931827,3.3062019117182485e-4,0.09069946542436753,-1.194575767122246,-1.0768483742004147,-1.0159281786749568,-0.9549083119531555,-0.8389737635580995,75257.6597931708,0.9999692942136864,20191158,40000,-1,med-pos-xyerror,linear-xme
betax,1.256421578504528,8.521726405410177e-5,0.023087227811820495,1.2113832024890436,1.2408549022090987,1.2563186547239988,1.2719742622958192,1.3019882139904888,73398.7059205898,0.9999649544875954,20191158,40000,1,med-pos-xyerror,linear-xme
sigma,1.1465017638103487,3.1574524590057484e-4,0.07177726159967213,1.0134589757021832,1.0973384348030883,1.143872367610678,1.1931048844050767,1.294754768272374,51677.33754098806,1.0000126646771579,20191158,40000,1,med-pos-xyerror,linear-xme
beta0,-1.060734443956838,3.0545434412426856e-4,0.0809171435907261,-1.22034344739703,-1.11489770292219,-1.06058342647267,-1.006522221604956,-0.9012825325274063,70175.97822196996,0.9999733555407007,20191159,40000,-1,med-pos-xyerror,linear-xme
betax,1.2468139614001779,7.581288690404246e-5,0.02020601912596401,1.2068257421051163,1.233281163423213,1.2469970032874305,1.260395814795145,1.2861505209792867,71035.5014034922,0.9999528578032043,20191159,40000,1,med-pos-xyerror,linear-xme
sigma,0.996673843840858,3.2323558012987264e-4,0.06672161634767661,0.8721532472373287,0.9501095515547233,0.994496856019192,1.040366327562861,1.1342501935168563,42608.357987401534,0.9999742857283559,20191159,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9762019841883438,3.6017898628756947e-4,0.08382119405964417,-1.1403261638944278,-1.0330934739420035,-0.9760192221132887,-0.9200237143978542,-0.8128857325569705,54159.038243836825,0.9999703655828104,20191160,40000,-1,med-pos-xyerror,linear-xme
betax,1.2509363010458079,9.392784972681403e-5,0.022246444483648965,1.2071932353275232,1.235974227201566,1.2509645407961267,1.2660231803765072,1.2943137872175317,56096.07304004641,0.9999750005913469,20191160,40000,1,med-pos-xyerror,linear-xme
sigma,1.0331047394433652,3.4843965143022257e-4,0.06778058502927982,0.9063170615726936,0.9864307050235537,1.0306545299136425,1.0775392721068955,1.1719809948979634,37840.379632437856,0.9999822179635219,20191160,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9360140888048408,4.062526841850313e-4,0.09026950585974249,-1.1125115738428357,-0.9961822857625547,-0.93597500823995206,-0.8751911224057751,-0.7590758965765141,49373.01440489313,0.9999735924026494,20191161,40000,-1,med-pos-xyerror,linear-xme
betax,1.230544378670226,1.1776019735406459e-4,0.025241544560314588,1.1812279594393853,1.2136378623123312,1.2305538671502698,1.2474114429177523,1.280094872601655,45944.63472736508,1.000066259602874,20191161,40000,1,med-pos-xyerror,linear-xme
sigma,1.1204168170601132,3.80784114909332e-4,0.07039496411882805,0.9896930182866199,1.071986472411751,1.1179605198751963,1.165931996734296,1.2657379327827067,34176.33896106265,0.9999772434543575,20191161,40000,1,med-pos-xyerror,linear-xme
beta0,-1.0477560878042416,3.024782515543372e-4,0.08254448146486025,-1.210455324451295,-1.1027031115991919,-1.0479401720991302,-0.9923969517557195,-0.8861885501379779,74471.10182811228,0.9999952401804498,20191162,40000,-1,med-pos-xyerror,linear-xme
betax,1.2504595768693647,7.680253062991018e-5,0.019953333424031387,1.2110634179980297,1.2370410489953085,1.2504815276427366,1.2637595787609692,1.2897803196115094,67496.28332724603,0.9999694162219361,20191162,40000,1,med-pos-xyerror,linear-xme
sigma,1.0079059106231167,3.1496697619174237e-4,0.06723506975873164,0.8832887538453873,0.96212078063495865,1.0056220036672725,1.051194717795294,1.1457632995361577,45568.17940743115,1.0000826558262241,20191162,40000,1,med-pos-xyerror,linear-xme
beta0,-1.1431236139572705,3.347386987459381e-4,0.09218509809102052,-1.323955520178434,-1.204460308407434,-1.143127947315154,-1.0813756360443298,-0.9607453453548258,75841.96858715545,0.9999804582824098,20191163,40000,-1,med-pos-xyerror,linear-xme
betax,1.232959465895308,8.313425521539646e-5,0.022947657638081573,1.1884904451122154,1.2176729424030324,1.2329709170547893,1.2484000254135053,1.2783341522538922,76193.28586075228,0.99998396064307,20191163,40000,1,med-pos-xyerror,linear-xme
sigma,1.1505681134511907,3.1499383079065655e-4,0.07133398077387505,1.018123555470243,1.1014719922527014,1.147760767095634,1.197000914603612,1.2983934613782129,51284.81869255523,0.999976745898196,20191163,40000,1,med-pos-xyerror,linear-xme
beta0,-0.8472892980015909,2.9353913217710313e-4,0.07891148286103689,-1.0009225624722675,-0.9006341781917053,-0.8474159066297808,-0.794072455484671,-0.6918806777232284,72268.39291039082,1.000003550054988,20191164,40000,-1,med-pos-xyerror,linear-xme
betax,1.2422733083545208,7.866189802384417e-5,0.020192928194889458,1.2028665647174164,1.2285866809135206,1.2423883086531466,1.2558302023940346,1.2819796162474248,65897.62452012142,0.9999516040428178,20191164,40000,1,med-pos-xyerror,linear-xme
sigma,0.9634194920421912,3.2037820851699367e-4,0.06523181197701888,0.8413493555071915,0.9182309575698151,0.960788021283413,1.006252100614733,1.0983143453651167,41456.52995757601,1.0000805686843934,20191164,40000,1,med-pos-xyerror,linear-xme
beta0,-1.0470910532102167,2.9636744332742785e-4,0.08121181798296973,-1.2055574982124704,-1.1020621245238336,-1.0470562531064904,-0.992545722933641,-0.8872347766935421,75089.20008725204,1.0000274566979461,20191165,40000,-1,med-pos-xyerror,linear-xme
betax,1.2233377315050202,7.208644585530034e-5,0.018473299174507095,1.1872400481217693,1.2108902940813375,1.223325662206809,1.235747472384836,1.2598261507728956,65672.22038739792,0.9999560239193077,20191165,40000,1,med-pos-xyerror,linear-xme
sigma,1.0084486297234576,3.095237003424055e-4,0.06616919538441231,0.8844427656709127,0.9627303373091853,1.006167118072806,1.0520793433211377,1.143819625954215,45700.80919386622,0.9999667743476768,20191165,40000,1,med-pos-xyerror,linear-xme
beta0,-0.803690551511009,3.1385905019457033e-4,0.08452768985188659,-0.9711456748789034,-0.8608249190109255,-0.8032454825591426,-0.7471230368648198,-0.6363891419296217,72531.83875221266,0.9999589395008213,20191166,40000,-1,med-pos-xyerror,linear-xme
betax,1.2283382403912693,7.584948821000878e-5,0.020261440474172242,1.1885732836252423,1.2146006440067307,1.2283328298840122,1.2419110690089337,1.2680596941000448,71356.7935373824,0.9999561306923804,20191166,40000,1,med-pos-xyerror,linear-xme
sigma,1.0653092021410173,3.083310070908557e-4,0.06800390447645041,0.9380825183579931,1.0188497557855725,1.0628338125355299,1.109744728336368,1.204264613281347,48644.44966576245,0.9999681211445847,20191166,40000,1,med-pos-xyerror,linear-xme
beta0,-0.998723876457964,3.3535898302933974e-4,0.09295406948983628,-1.1800671187233944,-1.0612531057166028,-0.9993832545227297,-0.9364841402336062,-0.8163068129606308,76827.54002584326,0.9999784452264174,20191167,40000,-1,med-pos-xyerror,linear-xme
betax,1.2491593344230096,8.290653723955218e-5,0.022520439090735995,1.2052652314848706,1.234058024916514,1.2491200525468766,1.2642049841262537,1.2933605242784343,73786.3716706364,0.9999671469364265,20191167,40000,1,med-pos-xyerror,linear-xme
sigma,1.19017291882214,3.2983583084267916e-4,0.07434325507302675,1.0520867099259037,1.1388793683830085,1.1878253148049058,1.2387073578222911,1.3436171672079316,50802.78026073313,0.9999541386185004,20191167,40000,1,med-pos-xyerror,linear-xme
beta0,-1.1251408817946036,3.81421407862954e-4,0.08155832066336724,-1.2851908708457227,-1.1801630190620576,-1.1252066697067868,-1.0702118447418907,-0.9649918166753337,45722.12639923319,0.9999579289719375,20191168,40000,-1,med-pos-xyerror,linear-xme
betax,1.2171749722101415,9.315426415980751e-5,0.019184352943835595,1.1793945810303526,1.2043860020019939,1.2171257739403294,1.2299862560848678,1.2546483165106959,42412.0077658098,0.9999734263792298,20191168,40000,1,med-pos-xyerror,linear-xme
sigma,1.0148452507238113,3.795517042482828e-4,0.0664666000858346,0.8913993047644231,0.9689156762869142,1.0119815900601075,1.058430625549561,1.151788180888119,30666.558217759983,1.0000897444104402,20191168,40000,1,med-pos-xyerror,linear-xme
beta0,-1.0144394481848082,3.29867572975748e-4,0.08901398181742022,-1.1898891386240573,-1.0749371527765021,-1.0142977263864952,-0.9546882610408942,-0.839208623432592,72817.74183952204,0.9999644004898227,20191169,40000,-1,med-pos-xyerror,linear-xme
betax,1.2197128766578806,8.00312720219785e-5,0.021741472999965764,1.1772480592667973,1.2050829335903355,1.2196600619926912,1.2342011332071285,1.262311503193811,73800.36159237562,0.9999726588277849,20191169,40000,1,med-pos-xyerror,linear-xme
sigma,1.1221097663278115,3.0736270287054176e-4,0.07102699663142166,0.9906668334989138,1.0731394737581816,1.1200628478942956,1.168542501953313,1.26914407421693,53400.40719959879,0.9999808106553901,20191169,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9443395703557717,3.1249450532020893e-4,0.08713860853868491,-1.114359314225564,-1.002956962854375,-0.9452193683848087,-0.885912941127277,-0.7724499436298662,77756.45823985057,1.0000095822332988,20191170,40000,-1,med-pos-xyerror,linear-xme
betax,1.2598471004297027,8.34191077286734e-5,0.022212390907117747,1.216465843925423,1.2448318574854849,1.259922316243546,1.2748727823859065,1.3034559529733378,70902.17131493107,0.9999685888921819,20191170,40000,1,med-pos-xyerror,linear-xme
sigma,1.0981179438107325,3.172983060722025e-4,0.07045802177530543,0.9663774402803954,1.0495412095698164,1.095589594807901,1.1438492856348255,1.243215571484101,49308.90789730466,1.000009551803418,20191170,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9455782070514942,3.268409465900292e-4,0.091467379292565,-1.12453977162583,-1.0073308686481202,-0.945121198476604,-0.8840012961847477,-0.7670457165277623,78317.63288152585,0.9999636368821269,20191171,40000,-1,med-pos-xyerror,linear-xme
betax,1.2287728372133224,8.168859073184595e-5,0.022396122409663013,1.1850484223948696,1.2136626798748247,1.2288132316624092,1.24393051728625,1.2723012438234218,75166.24539316389,0.9999817443882807,20191171,40000,1,med-pos-xyerror,linear-xme
sigma,1.1659181399537255,3.14152522986774e-4,0.07240806017577692,1.0326011108566477,1.1155860152384474,1.1627741863285745,1.2134028038782771,1.3150285363514251,53124.23898862698,0.9999644824191145,20191171,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9390381428141134,4.1155406959203007e-4,0.09503472944457991,-1.1242719352710075,-1.0028680801946552,-0.9387665523237005,-0.875069782282802,-0.7525129902788066,53322.54682779225,1.0000395235991912,20191172,40000,-1,med-pos-xyerror,linear-xme
betax,1.2104434797912345,1.1486031946454318e-4,0.02550097561219819,1.1602711971016502,1.1935154795118845,1.2103625687800066,1.227702674625292,1.2606069619849274,49291.672250371834,1.000004223070461,20191172,40000,1,med-pos-xyerror,linear-xme
sigma,1.232584114173776,3.5176022100276124e-4,0.07415692350550562,1.0945362027964094,1.1813917659901507,1.2299299282616034,1.280799698435004,1.3862024478342159,44443.67443326644,1.000009150650977,20191172,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9886099606238574,3.0464415309181214e-4,0.08275307057681408,-1.1527502831702692,-1.0436452005348766,-0.9887033287380704,-0.9324714087568153,-0.8262821427947717,73787.45648739891,0.9999981981589504,20191173,40000,-1,med-pos-xyerror,linear-xme
betax,1.220717572120226,7.73842995805513e-5,0.021165960079456425,1.1787497790931472,1.2065686169104681,1.2208186098085037,1.2349393665082937,1.262066144425948,74811.82223318164,0.9999755414679796,20191173,40000,1,med-pos-xyerror,linear-xme
sigma,1.04013242342959,3.0587236495266575e-4,0.06768074419306137,0.9148403507818604,0.9931830261141082,1.0377268910198796,1.0846176338442133,1.1788944812475097,48960.94243483178,0.9999716962013355,20191173,40000,1,med-pos-xyerror,linear-xme
beta0,-1.0294366237082386,3.219218644854238e-4,0.08468304547194043,-1.195179463127359,-1.086644178301804,-1.0296995498557957,-0.9724452617718383,-0.863267360271893,69197.75228980673,0.9999778747952124,20191174,40000,-1,med-pos-xyerror,linear-xme
betax,1.239900643566628,8.21542500926708e-5,0.02128083145559462,1.1980109325161903,1.2257334159143844,1.2399578438734036,1.2541325879303622,1.2811886489218165,67099.16453893164,0.9999852042847678,20191174,40000,1,med-pos-xyerror,linear-xme
sigma,1.0539097069108723,3.2464525221264615e-4,0.06821557552093814,0.9269781536020248,1.0067069146367305,1.0516125792996105,1.098237649940791,1.1938178040797858,44151.85789681541,0.9999807530246945,20191174,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9012905925548055,3.150149375025967e-4,0.08310621505245837,-1.0642537669839045,-0.9570227035451524,-0.9016633594480046,-0.8455886287192871,-0.7382653289919782,69599.27429610796,1.0000446904654317,20191175,40000,-1,med-pos-xyerror,linear-xme
betax,1.3000586188021057,8.108190511357024e-5,0.02078160517856048,1.2592836052536271,1.2860511770675445,1.2999788317561212,1.3140633345461805,1.3409453248834264,65691.66815650326,0.999960583792938,20191175,40000,1,med-pos-xyerror,linear-xme
sigma,1.0209109132928367,3.3529056867051635e-4,0.06878954496179136,0.8922266644801427,0.9735123611851833,1.0185466476468892,1.066203730330525,1.161908408127101,42092.2555527051,1.0000734498472998,20191175,40000,1,med-pos-xyerror,linear-xme
beta0,-0.830816740930818,3.815136273839732e-4,0.08590847378059044,-0.9987392951157968,-0.8887567580581939,-0.8301469967205466,-0.7730381347556717,-0.6626047745872896,50705.129551551545,0.9999659846302522,20191176,40000,-1,med-pos-xyerror,linear-xme
betax,1.2542385501944586,9.247037665783874e-5,0.020676224033928495,1.2135461307279491,1.240355504147335,1.2543105050791168,1.268250261210107,1.294375970951537,49996.22400569606,0.9999840151842927,20191176,40000,1,med-pos-xyerror,linear-xme
sigma,1.0775641154645899,3.5470776123204805e-4,0.069897683155242335,0.9472062021883143,1.0294899736976637,1.0752713168580033,1.1223730919180577,1.2225138295478026,38831.50108191799,1.0001499168969865,20191176,40000,1,med-pos-xyerror,linear-xme
beta0,-1.053275132376786,3.007706008957e-4,0.0809017068589333,-1.2126079330874582,-1.1079578516636697,-1.053323786239297,-0.9987025045945154,-0.895641433289819,72351.0106293207,0.9999826282461163,20191177,40000,-1,med-pos-xyerror,linear-xme
betax,1.218984663395094,7.263507549912747e-5,0.019038050510824998,1.1818228822273986,1.206120508250582,1.2189597388355207,1.2318443441784543,1.2565764897937042,68699.27674457637,0.9999815335303937,20191177,40000,1,med-pos-xyerror,linear-xme
sigma,0.987114831980747,3.0494080581926116e-4,0.06519552177087072,0.8653739756331198,0.9420196786421867,0.9853169431984997,1.0294290611591879,1.1214293329961595,45709.28664677082,1.0000094658621295,20191177,40000,1,med-pos-xyerror,linear-xme
beta0,-0.8576483860108791,4.071072927654296e-4,0.09242345609697115,-1.0394276467347072,-0.9197409527882199,-0.8578237330478393,-0.794827982225173,-0.6770866372065469,51540.26469825336,0.9999805661929122,20191178,40000,-1,med-pos-xyerror,linear-xme
betax,1.2082118435457523,1.0344924767747318e-4,0.02351367029342403,1.162193932758992,1.1924809182343723,1.2081452602539076,1.2239685402522158,1.2546213537061779,51663.77963092563,0.9999516003172577,20191178,40000,1,med-pos-xyerror,linear-xme
sigma,1.167132271517231,3.5673977165902e-4,0.07190826559091379,1.0345551389364722,1.1171975054882226,1.1642027366298122,1.2138853270090195,1.316066758514631,40630.724609807374,0.9999605098508619,20191178,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9706718404738696,3.83393769558375e-4,0.08818804007513044,-1.1447526816204505,-1.03012729311691,-0.9706246268868661,-0.911775270682653,-0.7977018383863712,52908.966658358644,0.999965959183055,20191179,40000,-1,med-pos-xyerror,linear-xme
betax,1.2390186212450611,9.484308865892117e-5,0.021527419445407796,1.1969321368781838,1.224527011942517,1.2390345484330278,1.253566064043019,1.281521026420813,51519.61015162749,0.9999595895012713,20191179,40000,1,med-pos-xyerror,linear-xme
sigma,1.1139481839360625,3.4143240178422413e-4,0.07009271360273141,0.9843652114277975,1.0652716773500088,1.1117301917997748,1.1589784136055685,1.258634472816283,42144.05124939815,0.9999599266089678,20191179,40000,1,med-pos-xyerror,linear-xme
beta0,-0.9005665526601818,3.984983809274133e-4,0.08648033208888424,-1.0693125030891104,-0.9588222576706832,-0.9005957142712497,-0.8421586439620143,-0.7310167293279566,47095.734540639074,0.9999575871399127,20191180,40000,-1,med-pos-xyerror,linear-xme
betax,1.2616554515856553,1.0807167420679028e-4,0.02276519973274654,1.217228029414568,1.2462927394711183,1.2615919593287548,1.2767770444054998,1.3065461607081441,44373.03875259314,1.0000190119019483,20191180,40000,1,med-pos-xyerror,linear-xme
sigma,1.083328416549624,3.9520953483242394e-4,0.07024230578586554,0.9518157469938252,1.0347977227998582,1.0813272495104178,1.1285854712730488,1.228348049185158,31589.49557090892,1.000088579523334,20191180,40000,1,med-pos-xyerror,linear-xme
beta0,-0.8802255298052452,3.622885926224851e-4,0.08268705796515577,-1.042374818724261,-0.9356761062672164,-0.8805513716469981,-0.8243286838944464,-0.7179958940382446,52091.367715792614,0.9999729175943433,20191181,40000,-1,med-pos-xyerror,linear-xme
betax,1.2459404733637354,7.756753770444366e-5,0.01767248901821397,1.2112777283175173,1.2340074495332618,1.245990775656444,1.2579099943141376,1.2804961692807355,51908.1355419952,1.0000312853049473,20191181,40000,1,med-pos-xyerror,linear-xme
sigma,1.018649513220099,3.4693344305570433e-4,0.06769683447220856,0.8921321172364344,0.9718445891001409,1.0162180320097995,1.062564801866343,1.1589690244862116,38075.39262887207,0.9999576196524709,20191181,40000,1,med-pos-xyerror,linear-xme
beta0,-0.8475547703103273,3.202017185221975e-4,0.08479815036219154,-1.0137135823507717,-0.9046333582731391,-0.8472166834986092,-0.7907639382323745,-0.6810167899143816,70133.48855414521,0.9999661469240452,20191182,40000,-1,med-pos-xyerror,linear-xme
betax,1.253215054738245,8.026915375814384e-5,0.02143579752913138,1.210809282699025,1.2389763599536203,1.2532208841776906,1.267535905800782,1.295363048143802,71315.17031180167,0.9999921631367279,20191182,40000,1,med-pos-xyerror,linear-xme
sigma,1.0698855598444295,3.144153175837031e-4,0.06897886848487474,0.9415289025450964,1.0222851232197514,1.0678373938408652,1.115154465102602,1.2110480022125845,48130.984005280334,0.9999871937968942,20191182,40000,1,med-pos-xyerror,linear-xme
beta0,-1.1236543229810727,3.5135808968691834e-4,0.08887057168606946,-1.2975504455780165,-1.1830286426570529,-1.123998559097462,-1.0640898880619916,-0.9495903282259361,63975.845381197214,0.9999916066285455,20191183,40000,-1,med-pos-xyerror,linear-xme
betax,1.2408703909791703,8.481987649379478e-5,0.021877031573330662,1.1977686318674963,1.226290650956743,1.2409115131386554,1.2555159990397335,1.2836957778849771,66524.4841626958,0.9999965844685053,20191183,40000,1,med-pos-xyerror,linear-xme
sigma,1.112386466087829,3.261078247963483e-4,0.07099745385352739,0.9797624138138248,1.0633133673002049,1.1095448514115622,1.158608628460518,1.2586975510620033,47398.33749607256,0.9999798959975745,20191183,40000,1,med-pos-xyerror,linear-xme
